OccurredAtUtc	EventKind	Subject	Detail
2026-06-03T16:45:30.4590132+00:00	WorkerStarting	Layer06Node10	meta-pipeline
2026-06-03T16:45:30.5304909+00:00	WorkerStarted	Layer06Node10	27216
2026-06-03T16:45:30.5307870+00:00	WorkerControlPipe	Layer06Node10	meta-orchestration-8cf8f260c3f646a485d1db78af87a6bd
2026-06-03T16:45:30.5310738+00:00	WorkerLog	Layer06Node10	stdout=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\Layer06Node10-27216.stdout.log; stderr=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\Layer06Node10-27216.stderr.log
2026-06-03T16:45:30.5448390+00:00	WorkerEvent	Layer06Node10	WorkerOnline; ExitCode=0; online
2026-06-03T16:45:30.5462425+00:00	WorkerEvent	Layer06Node10	WorkerReady; ExitCode=0; ready
2026-06-03T16:45:30.5483602+00:00	StartPipeline	Layer06Node10	Layer06Node10
2026-06-03T16:45:30.8770227+00:00	WorkerEvent	Layer06Node10	PipelineStarted; ExitCode=0; pipeline started
2026-06-03T16:45:30.8784101+00:00	WorkerEvent	Layer06Node10.refresh-l06-n10	TaskReady; ExitCode=0; 
2026-06-03T16:45:30.8794279+00:00	GrantTask	Layer06Node10.refresh-l06-n10	Layer06Node10.refresh-l06-n10; GrantId=grant-91; Attempt=1
2026-06-03T16:45:30.8802003+00:00	WorkerEvent	Layer06Node10.refresh-l06-n10	GrantAccepted; ExitCode=0; 
2026-06-03T16:45:30.8810140+00:00	WorkerEvent	Layer06Node10.refresh-l06-n10	TaskStarted; ExitCode=0; 
2026-06-03T16:45:31.1143111+00:00	WorkerEvent	Layer06Node10.refresh-l06-n10	TaskSucceeded; ExitCode=0; 
2026-06-03T16:45:31.1149711+00:00	TaskSucceeded	Layer06Node10.refresh-l06-n10	0
2026-06-03T16:45:31.1358923+00:00	WorkerEvent	Layer06Node10	Closed; ExitCode=0; 
2026-06-03T16:45:31.1364213+00:00	WorkerResuming	BridgeL07L08	ResumeTaskId=BridgeL07L08.bridge-l07-l08-south; Executable=meta-pipeline
2026-06-03T16:45:31.2058690+00:00	WorkerStarted	BridgeL07L08	8976
2026-06-03T16:45:31.2061578+00:00	WorkerControlPipe	BridgeL07L08	meta-orchestration-df3049b802ba4e5794717f520b9ffca1
2026-06-03T16:45:31.2064400+00:00	WorkerLog	BridgeL07L08	stdout=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\BridgeL07L08-8976.stdout.log; stderr=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\BridgeL07L08-8976.stderr.log
2026-06-03T16:45:31.2204013+00:00	WorkerEvent	BridgeL07L08	WorkerOnline; ExitCode=0; online
2026-06-03T16:45:31.2219996+00:00	WorkerEvent	BridgeL07L08	WorkerReady; ExitCode=0; ready
2026-06-03T16:45:31.2242552+00:00	StartPipeline	BridgeL07L08	BridgeL07L08
2026-06-03T16:45:31.6871534+00:00	WorkerEvent	BridgeL07L08	PipelineStarted; ExitCode=0; pipeline started
2026-06-03T16:45:31.6885937+00:00	WorkerEvent	BridgeL07L08.bridge-l07-l08-south	TaskReady; ExitCode=0; 
2026-06-03T16:45:31.6894734+00:00	GrantTask	BridgeL07L08.bridge-l07-l08-south	BridgeL07L08.bridge-l07-l08-south; GrantId=grant-92; Attempt=1
2026-06-03T16:45:31.6901056+00:00	WorkerEvent	BridgeL07L08.bridge-l07-l08-south	GrantAccepted; ExitCode=0; 
2026-06-03T16:45:31.6908235+00:00	WorkerEvent	BridgeL07L08.bridge-l07-l08-south	TaskStarted; ExitCode=0; 
2026-06-03T16:45:31.9216694+00:00	WorkerEvent	BridgeL07L08.bridge-l07-l08-south	TaskSucceeded; ExitCode=0; 
2026-06-03T16:45:31.9223959+00:00	TaskSucceeded	BridgeL07L08.bridge-l07-l08-south	0
2026-06-03T16:45:31.9447982+00:00	WorkerEvent	BridgeL07L08	Closed; ExitCode=0; 
2026-06-03T16:45:31.9456370+00:00	WorkerStarting	Layer07Node01	meta-pipeline
2026-06-03T16:45:32.0158534+00:00	WorkerStarted	Layer07Node01	3112
2026-06-03T16:45:32.0161311+00:00	WorkerControlPipe	Layer07Node01	meta-orchestration-d170adc0a61b41bab2d94ccc21f2e9f1
2026-06-03T16:45:32.0164458+00:00	WorkerLog	Layer07Node01	stdout=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\Layer07Node01-3112.stdout.log; stderr=C:\Users\jimmy\Desktop\meta-bi\Samples\Demos\MetaOrchestrationHairballCliIntegration\Runs\hairball-seed-20260530\RunArtifacts\runs\20260603-164455_58ea81f88bba4eaa96d7f01695212642\logs\Layer07Node01-3112.stderr.log
2026-06-03T16:45:32.0305962+00:00	WorkerEvent	Layer07Node01	WorkerOnline; ExitCode=0; online
2026-06-03T16:45:32.0318900+00:00	WorkerEvent	Layer07Node01	WorkerReady; ExitCode=0; ready
2026-06-03T16:45:32.0343744+00:00	StartPipeline	Layer07Node01	Layer07Node01
2026-06-03T16:45:32.4671380+00:00	WorkerEvent	Layer07Node01	PipelineStarted; ExitCode=0; pipeline started
2026-06-03T16:45:32.4684281+00:00	WorkerEvent	Layer07Node01.select-l07-n01	TaskReady; ExitCode=0; 
2026-06-03T16:45:32.4693400+00:00	GrantTask	Layer07Node01.select-l07-n01	Layer07Node01.select-l07-n01; GrantId=grant-93; Attempt=1
2026-06-03T16:45:32.4698024+00:00	WorkerEvent	Layer07Node01.select-l07-n01	GrantAccepted; ExitCode=0; 
2026-06-03T16:45:32.4705010+00:00	WorkerEvent	Layer07Node01.select-l07-n01	TaskStarted; ExitCode=0; 
